Data Storage (GB),Software Licenses,Type of machine,GPU,File import,Export file size (MB),Time period,Cost in pounds
50,Immersive Reader,16_64,NC12 Promo,No,100,3,4700.2313
1000,Immersive Reader,4_16,None,Yes,5000,12,57336.5004
500,Text Analytics,32_128,NV12,No,2000,18,47613.9694
100,None,64_256,None,No,0,3,11521.6395
100,Text Analytics,32_128,NC12 Promo,No,0,12,6896.8687
50,None,16_64,NC12 Promo,No,100,3,4693.0913
100,Face,8_32,None,No,2000,24,10686.2344
1000,Speaker,8_32,None,Yes,2000,6,58511.5336
750,Immersive Reader,64_256,NC12 Promo,No,1000,12,44707.1521
750,Text Analytics,16_64,NV12s v3,No,100,6,46148.7226
250,Face,32_128,NV12,No,2000,6,21711.5498
100,Text Analytics,64_256,NV12,No,100,18,42093.187
250,Speaker,32_128,NV12s v3,Yes,2000,6,20894.0398
250,Face,16_64,None,No,5000,6,16806.9626
50,Face,4_16,NV12,No,500,18,6304.9654
750,Speech Services,32_128,NC12 Promo,Yes,500,6,49332.2098
1000,Face,32_128,NC12 Promo,No,5000,18,75258.2194
500,Text Analytics,32_128,NV12s v3,Yes,500,18,46773.1094
500,Speaker,64_256,NC12,No,1000,18,64785.747
750,Face,4_16,NV12,No,1000,3,44836.2809
1000,Speaker,32_128,NV12s v3,No,0,12,58582.4087
100,Immersive Reader,8_32,NV12s v3,No,0,3,7096.6918
750,Immersive Reader,16_64,NC12 Promo,No,2000,18,50947.5878
750,Speech Services,16_64,NV12,No,5000,18,51930.8378
500,None,16_64,NV12s v3,Yes,2000,6,31856.6826
250,Text Analytics,4_16,NC12,No,2000,3,15989.9509
250,Speech Services,8_32,NC12 Promo,Yes,5000,3,15549.5318
50,Face,4_16,NC12 Promo,No,2000,6,4098.4918
50,Speaker,32_128,None,No,5000,6,8703.4598
1000,Immersive Reader,16_64,NC12,No,2000,3,59850.7313
50,Text Analytics,4_16,NV12s v3,Yes,500,12,3682.3404
50,Speech Services,64_256,None,No,0,3,8659.6595
50,Face,64_256,NV12,No,0,18,39228.407
50,None,32_128,NC12 Promo,Yes,0,12,4034.8887
500,None,16_64,NV12s v3,Yes,100,18,36768.1178
50,None,8_32,NC12 Promo,Yes,500,3,4083.7118
250,None,64_256,None,Yes,5000,36,15112.4681
750,None,4_16,None,Yes,1000,36,42986.0629
100,Speech Services,4_16,NC12 Promo,Yes,500,6,6945.6918
50,Speaker,64_256,None,No,100,36,3654.9681
50,Speaker,8_32,NC12 Promo,Yes,1000,6,4720.9436
100,Speaker,64_256,NV12s v3,Yes,100,18,41278.537
1000,Speech Services,16_64,None,No,500,36,57406.0516
750,Speaker,8_32,None,Yes,1000,12,43081.9208
750,Speech Services,32_128,NV12s v3,Yes,500,3,46588.8649
250,Text Analytics,16_64,NV12s v3,No,0,18,22452.5178
1000,Face,16_64,NC12,Yes,2000,3,59846.4513
750,Speech Services,8_32,NC12 Promo,No,5000,12,43672.6608
750,Speaker,64_256,None,No,0,12,44103.6021
100,Speaker,4_16,NV12,Yes,100,6,7938.4418
500,Speaker,16_64,NV12s v3,Yes,0,12,29623.1816
250,Face,32_128,NC12 Promo,Yes,1000,3,17822.3249
250,Immersive Reader,64_256,NC12 Promo,No,100,6,26511.179
100,Speaker,64_256,NV12,Yes,5000,6,18940.649
50,Immersive Reader,64_256,NV12s v3,No,5000,18,38433.257
750,Speech Services,16_64,None,No,100,12,43175.8816
50,None,8_32,NC12,No,5000,18,7941.3708
1000,Speech Services,32_128,NC12 Promo,Yes,100,3,60737.3349
1000,Speech Services,32_128,NV12s v3,No,2000,12,58591.6687
100,None,16_64,None,Yes,1000,12,5981.9816
1000,Speaker,64_256,NV12,No,1000,18,93635.167
1000,Text Analytics,8_32,NC12 Promo,Yes,0,3,58449.8218
1000,Text Analytics,8_32,NV12,No,1000,12,58955.1008
250,Speech Services,64_256,None,Yes,2000,18,49119.497
50,Text Analytics,8_32,NC12,No,2000,6,5467.4836
750,Text Analytics,16_64,NV12s v3,Yes,1000,6,46160.6526
50,Text Analytics,4_16,NV12s v3,Yes,0,3,3919.0809
250,Speaker,4_16,NC12 Promo,No,500,12,14989.0804
100,Immersive Reader,32_128,NC12 Promo,No,500,3,9234.6849
1000,Text Analytics,16_64,NV12s v3,Yes,100,18,65387.9778
250,Speech Services,32_128,NC12 Promo,No,0,12,15482.8287
1000,Speaker,4_16,NC12,Yes,0,18,60452.9454
50,Speaker,8_32,NV12,No,5000,18,8185.2208
50,Speech Services,64_256,None,Yes,500,24,49254.976
100,Speech Services,4_16,None,Yes,1000,24,8209.4872
1000,None,16_64,NV12,Yes,1000,6,61299.5226
1000,Speaker,4_16,NC12 Promo,Yes,0,3,58155.6209
50,Text Analytics,8_32,NC12,No,100,6,5449.5936
750,None,8_32,NV12,Yes,2000,3,45147.8718
750,Speaker,64_256,NC12 Promo,No,2000,6,55156.089
250,Face,32_128,NC12 Promo,No,1000,6,20721.1598
500,Immersive Reader,8_32,None,Yes,1000,3,29261.5818
250,Face,64_256,None,Yes,5000,12,15501.8121
500,Text Analytics,4_16,NV12s v3,Yes,0,18,31219.4154
100,Immersive Reader,16_64,NV12s v3,Yes,100,6,8950.0326
250,Face,4_16,NV12,Yes,500,12,15962.0804
750,Immersive Reader,64_256,NV12,No,5000,18,79330.007
1000,Face,4_16,NV12s v3,Yes,2000,18,59865.6854
1000,None,8_32,None,Yes,5000,24,62205.0944
50,Speech Services,64_256,None,Yes,0,12,4021.5021
50,Speaker,16_64,NC12 Promo,No,100,12,3715.4716
50,None,64_256,None,Yes,1000,3,8677.2495
500,Speech Services,16_64,NC12,Yes,1000,6,32450.1026
500,Face,16_64,NV12s v3,No,100,12,29617.4116
50,None,8_32,NC12,Yes,0,3,4826.9518
1000,Immersive Reader,4_16,NC12 Promo,No,1000,12,57917.6904
500,Speech Services,64_256,NV12s v3,Yes,5000,18,64183.997
500,Immersive Reader,32_128,NC12 Promo,Yes,1000,12,29817.4987
500,None,4_16,NV12,Yes,100,3,30511.5609
750,Immersive Reader,16_64,NC12,No,100,6,46755.2426
50,Speaker,16_64,NC12,Yes,100,3,5462.2513
250,None,16_64,NC12,Yes,0,12,15898.3316
1000,Speech Services,8_32,None,No,0,18,60941.6208
750,Face,64_256,NC12 Promo,Yes,2000,6,55144.659
50,Speaker,64_256,NC12,Yes,5000,3,10051.4395
1000,None,4_16,NV12,No,1000,3,59143.3509
50,Speech Services,8_32,None,Yes,2000,24,7821.3944
1000,None,64_256,NC12 Promo,No,5000,12,59021.8621
500,Text Analytics,4_16,NC12,Yes,500,12,30039.6004
50,Text Analytics,32_128,NC12,Yes,5000,6,10037.1498
250,Speech Services,16_64,None,No,2000,6,16798.1426
1000,Speech Services,8_32,NC12 Promo,Yes,2000,6,59090.3536
50,Face,32_128,NV12s v3,No,5000,3,6541.7949
250,Text Analytics,8_32,NC12,Yes,100,6,16897.5336
100,Text Analytics,16_64,NV12s v3,No,1000,3,7722.4913
100,Text Analytics,4_16,NC12,No,1000,6,7706.5218
100,Speech Services,4_16,NC12,No,500,18,8934.5254
250,Text Analytics,64_256,None,No,0,24,60691.286
500,Immersive Reader,64_256,NV12,Yes,100,12,31369.7221
500,None,64_256,NC12 Promo,Yes,500,3,35022.2795
500,Face,16_64,NV12s v3,Yes,100,3,30609.3213
1000,Text Analytics,4_16,None,No,5000,3,57577.7309
750,Face,8_32,NC12 Promo,Yes,2000,3,44166.3018
100,None,32_128,None,No,2000,18,23140.5294
500,Immersive Reader,32_128,NC12 Promo,No,5000,18,46642.6394
250,Face,64_256,NV12,Yes,500,3,21699.6295
750,Speaker,16_64,NV12,Yes,1000,3,45771.5513
250,Immersive Reader,64_256,None,Yes,0,3,20114.7395
750,Speaker,32_128,NC12,Yes,2000,12,44895.4087
500,Immersive Reader,32_128,NC12 Promo,Yes,1000,6,35035.3798
750,None,64_256,NV12,Yes,5000,12,45696.3621
500,Text Analytics,4_16,NC12,Yes,0,6,30584.8318
500,Text Analytics,32_128,NC12 Promo,No,5000,18,46635.4994
1000,Speech Services,16_64,NC12 Promo,No,500,3,59076.8013
250,Face,64_256,NV12,No,100,12,17055.5021
100,Text Analytics,32_128,NV12,No,2000,12,7904.8487
1000,Speech Services,32_128,NV12,Yes,500,12,59408.6887
50,Text Analytics,64_256,NV12,Yes,5000,18,39255.057
750,Face,64_256,None,Yes,100,18,77724.337
500,Speaker,64_256,NC12 Promo,No,0,18,64013.287
750,Text Analytics,16_64,NV12s v3,Yes,2000,3,44934.2813
750,Text Analytics,16_64,NC12 Promo,Yes,100,6,45993.2326
1000,Speaker,4_16,NC12 Promo,Yes,2000,6,58487.6618
500,Speech Services,32_128,NV12,Yes,2000,12,30800.7487
1000,Text Analytics,8_32,NC12 Promo,Yes,2000,6,59090.3536
1000,Face,4_16,NV12s v3,No,2000,12,58074.8604
750,Speech Services,16_64,NC12 Promo,Yes,100,6,45993.2326
1000,None,8_32,NC12,No,500,3,59216.3218
50,Speaker,4_16,NC12 Promo,Yes,2000,12,3553.0604
50,Speaker,64_256,None,No,100,3,8679.6095
100,Face,32_128,NC12 Promo,Yes,5000,18,23742.4594
100,Face,8_32,NV12s v3,Yes,2000,6,7732.9436
100,Text Analytics,8_32,NC12,No,2000,6,8329.4636
1000,None,8_32,NC12 Promo,No,2000,3,58473.3718
500,Text Analytics,16_64,NC12 Promo,No,500,18,36618.5978
250,None,8_32,NC12 Promo,Yes,1000,6,16154.5936
750,Immersive Reader,64_256,NC12 Promo,Yes,1000,18,78333.657
750,Face,16_64,NC12 Promo,No,500,12,43777.8216
750,Speaker,8_32,NC12,No,0,18,47993.9608
750,Immersive Reader,8_32,None,No,500,18,46650.4608
250,Text Analytics,32_128,NV12s v3,No,5000,3,17986.8749
1000,Speech Services,16_64,NV12,Yes,0,12,59057.6916
750,Speech Services,8_32,NV12,No,1000,3,45141.9118
250,Immersive Reader,8_32,NV12s v3,No,2000,6,16323.1836
50,Face,64_256,NC12,No,2000,12,5395.8921
500,Speaker,16_64,NV12s v3,No,500,12,29634.8116
50,Immersive Reader,8_32,NC12,No,5000,12,4366.8608
250,Immersive Reader,8_32,NV12,No,0,12,16014.8508
1000,Speech Services,8_32,None,Yes,100,3,57862.3718
100,Immersive Reader,32_128,NV12s v3,Yes,0,3,9378.5449
1000,Text Analytics,8_32,NC12 Promo,Yes,500,3,58461.4518
1000,None,4_16,NC12,No,2000,3,58919.7509
1000,Speaker,16_64,NC12,Yes,500,12,58854.0516
750,None,32_128,NV12,No,500,3,47417.8049
250,Face,4_16,NC12 Promo,Yes,0,12,14966.0204
100,Immersive Reader,8_32,None,No,100,36,5814.1158
750,Speaker,4_16,NV12,Yes,0,18,46372.5754
1000,None,16_64,None,Yes,500,3,58483.6913
50,None,4_16,NV12s v3,No,2000,18,5485.0854
50,None,8_32,NV12,No,0,6,5673.4936
50,Speaker,16_64,None,Yes,500,18,10281.8978
50,None,16_64,NC12 Promo,Yes,1000,12,3713.1116
250,Speaker,16_64,None,No,100,3,15562.2113
50,Text Analytics,64_256,NV12,Yes,0,18,39225.547
500,None,8_32,NV12s v3,Yes,100,12,29494.3708
500,Text Analytics,4_16,NV12,Yes,2000,12,30281.0804
250,Immersive Reader,16_64,NV12s v3,No,5000,12,15335.6016
250,Speech Services,8_32,NC12 Promo,Yes,2000,18,18628.4808
500,Face,8_32,None,No,100,6,29862.3536
250,Text Analytics,4_16,NC12,Yes,2000,3,15989.9509
100,Text Analytics,16_64,NV12s v3,Yes,1000,3,7722.4913
750,Text Analytics,64_256,NC12,Yes,0,6,55873.119
50,Face,32_128,NC12,Yes,1000,12,4810.2087
50,Face,8_32,NC12,No,2000,12,4356.6208
750,None,4_16,NV12,Yes,0,12,44567.4604
100,None,64_256,NC12,Yes,5000,12,8260.9721
250,Text Analytics,32_128,NV12,No,5000,18,33309.9894
1000,Speaker,16_64,None,No,500,12,57506.0716
500,Immersive Reader,16_64,NV12s v3,Yes,1000,6,31857.8626
250,Immersive Reader,32_128,NC12,Yes,5000,12,16274.3487
1000,Face,32_128,None,No,100,36,57634.7559
500,Immersive Reader,32_128,NC12,No,2000,18,47391.5494
500,Face,16_64,None,No,2000,12,28886.7016
1000,Face,4_16,NC12,Yes,500,3,58910.6909
1000,None,16_64,NV12,Yes,2000,6,61305.4826
750,None,32_128,NV12,Yes,500,18,61911.9794
250,Speaker,64_256,NV12s v3,No,1000,6,26685.749
250,Text Analytics,64_256,NC12,No,1000,6,27270.839
500,Speaker,16_64,NV12,Yes,0,18,37605.6878
750,Immersive Reader,64_256,NC12,No,100,12,45450.0921
500,Immersive Reader,4_16,NV12,Yes,5000,3,30542.5509
1000,Speaker,8_32,NV12s v3,Yes,0,3,58619.6018
100,Immersive Reader,4_16,None,Yes,1000,18,7599.6454
250,Speaker,16_64,NC12,No,500,6,18148.4926
100,None,16_64,NC12,Yes,2000,18,14489.4878
500,None,64_256,NC12 Promo,Yes,500,12,30384.1221
1000,Text Analytics,8_32,NV12s v3,Yes,2000,3,58628.8618
1000,Face,64_256,None,No,5000,18,92058.117
50,Text Analytics,8_32,NC12,No,500,18,7923.4908
750,Face,64_256,NC12,Yes,500,12,45451.7821
1000,Face,32_128,None,Yes,1000,24,80450.8592
500,Text Analytics,8_32,NC12,No,2000,18,33693.2908
750,Speaker,8_32,NV12,Yes,5000,18,48253.0308
1000,None,32_128,NC12,Yes,100,18,75986.3794
750,Immersive Reader,8_32,NV12,Yes,5000,12,44664.2308
100,Speaker,64_256,NC12,Yes,500,6,18693.209
1000,Text Analytics,32_128,NV12,Yes,0,12,59397.0587
1000,Text Analytics,32_128,None,No,2000,12,57843.0687
500,None,8_32,None,Yes,0,18,32321.7608
250,Speech Services,4_16,NC12,No,1000,3,15983.9909
250,Face,16_64,NC12 Promo,Yes,500,18,22311.5178
1000,Text Analytics,8_32,None,Yes,1000,18,60959.2108
100,Immersive Reader,16_64,NC12,Yes,100,6,9549.4126
50,Immersive Reader,64_256,NV12,Yes,500,12,5617.8121
750,Face,64_256,NC12,Yes,500,12,45451.7821
250,Face,64_256,NC12,Yes,500,6,27267.739
1000,Text Analytics,64_256,None,No,0,3,63037.3995
100,None,8_32,NV12,Yes,5000,12,7451.2608
250,None,32_128,NC12,Yes,5000,3,18586.2549
1000,None,32_128,NV12s v3,No,2000,3,60910.7149
1000,Immersive Reader,4_16,NC12 Promo,No,2000,3,58172.0209
50,Face,32_128,None,No,1000,12,3462.2287
1000,Text Analytics,8_32,NC12,No,0,18,62289.6008
50,Speech Services,32_128,NC12,Yes,0,3,7108.8049
750,None,4_16,NC12,No,500,3,44597.9009
100,Speaker,32_128,None,No,5000,6,11565.4398
250,Text Analytics,32_128,None,No,0,24,37500.6092
500,Speech Services,8_32,NV12,Yes,1000,6,31448.9636
250,Speaker,16_64,NV12,Yes,500,3,17145.7213
50,Immersive Reader,4_16,NC12,No,100,3,4531.2609
1000,Text Analytics,8_32,NV12s v3,No,2000,12,58132.1208
100,None,4_16,None,Yes,1000,18,7592.5054
750,Text Analytics,64_256,NV12s v3,Yes,100,12,44843.5721
500,None,4_16,NV12,Yes,2000,3,30529.4509
50,Speech Services,8_32,None,Yes,0,18,6563.8808
500,Text Analytics,16_64,NV12,Yes,5000,3,31459.2513
50,Speech Services,8_32,None,Yes,500,12,2993.8608
50,Face,32_128,NV12,No,0,18,21835.3994
1000,Face,8_32,NC12,Yes,100,18,62298.1208
1000,Speech Services,8_32,NV12s v3,Yes,100,6,59227.9536
500,Immersive Reader,4_16,NC12 Promo,No,500,6,29848.7318
50,Speaker,4_16,NC12 Promo,Yes,100,18,5325.9954
100,Immersive Reader,16_64,NV12s v3,No,2000,6,8967.9226
500,Text Analytics,16_64,NV12,No,2000,3,31453.2913
100,None,32_128,NC12,No,0,12,7651.7387
250,Face,4_16,NC12,No,1000,6,16295.3418
250,Face,8_32,None,No,2000,24,19272.1944
500,Text Analytics,64_256,NC12 Promo,No,100,3,35016.3095
50,Speech Services,32_128,None,No,2000,24,26076.2192
250,Face,4_16,NV12,No,1000,18,17758.8654
50,None,64_256,NV12s v3,Yes,5000,6,15235.439
250,Speech Services,16_64,NC12 Promo,Yes,100,6,17373.3626
500,Speech Services,8_32,NV12s v3,No,0,3,29985.4518
1000,Speaker,8_32,NC12,Yes,0,6,59835.9636
250,Immersive Reader,4_16,NC12 Promo,Yes,5000,3,15248.1809
750,Face,4_16,NC12 Promo,Yes,100,18,45382.3754
500,Face,16_64,NV12,Yes,100,6,32670.5926
250,Immersive Reader,32_128,NC12,No,5000,6,21492.2298
100,Face,8_32,NV12,Yes,0,12,7424.6108
50,Speech Services,16_64,NV12s v3,No,500,3,4854.5513
750,Immersive Reader,32_128,NC12,Yes,5000,3,47213.2649
250,Speech Services,32_128,NV12,Yes,2000,12,16490.8087
100,None,32_128,NC12,Yes,500,3,9982.4149
50,Text Analytics,32_128,None,No,100,18,20260.6594
100,Speaker,32_128,NC12 Promo,No,2000,12,6934.7087
1000,Immersive Reader,64_256,NC12,Yes,1000,12,59771.9521
50,Speaker,32_128,NC12,No,100,6,10027.5898
1000,Text Analytics,8_32,NV12,Yes,2000,18,62542.7108
500,Immersive Reader,4_16,NV12s v3,Yes,100,6,29998.2518
1000,Speaker,64_256,NC12 Promo,No,2000,12,59030.1921
750,Speaker,4_16,NV12s v3,Yes,5000,18,45573.1454
500,Face,64_256,NV12,Yes,1000,6,41813.199
500,None,16_64,None,No,100,18,36019.5178
500,Text Analytics,16_64,None,No,500,6,31096.1626
750,Text Analytics,16_64,NC12,No,2000,3,45533.6613
1000,Text Analytics,8_32,NV12,No,5000,12,58967.0208
50,Immersive Reader,64_256,None,Yes,100,24,49256.146
500,Speaker,64_256,NV12,Yes,5000,6,41836.549
50,Text Analytics,8_32,NV12s v3,Yes,100,18,7318.1408
750,Immersive Reader,64_256,NV12s v3,Yes,5000,6,55310.389
500,Face,16_64,NC12 Promo,No,1000,6,31698.0926
250,Immersive Reader,16_64,NV12,No,5000,3,17156.4513
1000,Speaker,4_16,NC12 Promo,No,100,6,58469.7718
1000,Speaker,16_64,None,No,500,36,57420.3416
500,Face,4_16,NC12,No,100,18,31827.3154
100,Text Analytics,16_64,NV12s v3,Yes,1000,3,7722.4913
1000,Text Analytics,4_16,NC12 Promo,Yes,1000,6,58467.4118
250,Speaker,4_16,NC12 Promo,Yes,100,6,15539.9718
250,None,4_16,NV12,Yes,1000,6,16522.0418
250,Face,8_32,NC12 Promo,No,2000,12,15049.6908
750,None,4_16,NC12 Promo,No,5000,6,44169.4018
100,Speaker,64_256,None,Yes,5000,24,52149.126
750,Speech Services,64_256,NV12s v3,Yes,1000,18,78482.007
100,None,16_64,NV12,No,1000,18,14713.0878
50,Speech Services,4_16,NV12,No,0,18,6290.4754
100,Speech Services,16_64,NV12s v3,Yes,1000,18,13884.1478
100,Immersive Reader,16_64,NV12s v3,No,500,3,7723.6713
100,Text Analytics,32_128,None,No,2000,12,6327.3087
50,Immersive Reader,4_16,NV12s v3,Yes,1000,3,3943.8109
750,Speaker,16_64,NC12,Yes,0,6,46756.7326
50,Speech Services,8_32,NV12s v3,No,5000,12,3760.3408
750,Speech Services,8_32,NV12,No,500,12,44639.2108
500,Speaker,16_64,NV12s v3,No,1000,3,30632.6813
250,Face,16_64,None,Yes,100,12,14558.8716
750,Immersive Reader,64_256,NV12s v3,Yes,2000,12,44868.6021
1000,None,8_32,None,No,100,6,58479.3536
1000,Text Analytics,4_16,NV12,No,100,12,58883.0504
1000,Text Analytics,32_128,NV12s v3,Yes,500,18,75392.9694
750,Speaker,32_128,NC12 Promo,No,5000,3,46465.5449
750,Speech Services,16_64,NC12 Promo,Yes,0,6,45987.5726
750,Immersive Reader,16_64,NC12 Promo,Yes,5000,6,46024.2226
100,Immersive Reader,32_128,None,No,2000,6,11552.3298
50,Speech Services,8_32,NC12,Yes,2000,12,4353.7608
1000,Immersive Reader,4_16,None,Yes,1000,12,57324.5804
750,Text Analytics,16_64,NV12,No,5000,6,47001.5126
1000,Text Analytics,8_32,None,Yes,100,36,57322.7358
750,Text Analytics,16_64,NV12s v3,No,2000,6,46166.6126
750,None,16_64,NV12,Yes,1000,12,44765.3516
750,Speech Services,4_16,NC12,Yes,0,6,44894.7618
100,Speech Services,16_64,NC12,No,100,3,8309.9413
50,None,32_128,NV12,Yes,500,18,21844.1694
750,Speaker,8_32,NV12s v3,Yes,5000,6,44956.1636
1000,Immersive Reader,8_32,NC12 Promo,No,5000,12,57989.7308
750,Immersive Reader,64_256,NV12,No,100,6,56115.479
1000,Speech Services,32_128,NV12s v3,No,100,12,58573.7787
50,Face,4_16,None,No,100,3,3179.0009
500,Speaker,8_32,NV12,No,5000,6,31475.1736
500,Text Analytics,8_32,NV12,Yes,5000,18,33928.8108
100,Speaker,64_256,NV12,No,1000,6,18928.729
250,Immersive Reader,16_64,NC12,Yes,2000,12,15929.0216
250,Immersive Reader,4_16,NV12s v3,No,100,12,15131.4504
250,Speech Services,16_64,NV12,Yes,100,6,18357.7926
500,Speech Services,32_128,NV12s v3,No,500,18,46773.1094
100,Immersive Reader,64_256,NV12s v3,No,1000,3,12294.9695
500,Face,64_256,NV12,Yes,1000,18,65003.877
100,Speaker,8_32,NV12s v3,No,100,12,6612.7608
750,Speech Services,16_64,None,Yes,1000,24,52806.0404
1000,Face,4_16,NC12 Promo,No,500,12,57907.4504
50,Text Analytics,64_256,NV12,No,1000,6,16052.459
500,Immersive Reader,32_128,None,No,1000,24,51835.2792
100,Face,32_128,NC12 Promo,No,100,12,6905.3887
50,Text Analytics,64_256,NV12,No,100,6,16040.529
750,Speech Services,8_32,NC12 Promo,No,500,12,43654.7808
100,Text Analytics,8_32,NV12,No,5000,18,11032.9108
500,Speaker,32_128,NV12s v3,No,100,12,29968.2087
1000,Text Analytics,8_32,None,No,5000,6,58503.2036
500,Speaker,4_16,NV12,No,500,12,30283.4504
500,Speech Services,4_16,None,Yes,500,36,28670.1729
1000,Speech Services,32_128,NC12 Promo,Yes,5000,18,75255.3594
750,None,32_128,NV12s v3,Yes,2000,3,46600.7849
500,Speaker,4_16,NV12s v3,Yes,2000,6,30023.2918
50,Face,32_128,NV12s v3,Yes,0,6,9411.1198
500,Face,4_16,NV12,No,5000,18,32080.7254
100,Speaker,64_256,NC12,No,5000,12,8275.2621
250,Speaker,32_128,NC12,Yes,1000,12,16269.5787
50,Text Analytics,64_256,None,No,500,18,37659.637
100,Speaker,8_32,NC12,No,1000,18,10805.7208
1000,Immersive Reader,4_16,NV12s v3,Yes,0,3,58303.9609
50,Text Analytics,4_16,NC12,Yes,0,18,6060.9154
250,Speech Services,16_64,NV12s v3,Yes,0,6,17523.1926
100,Face,32_128,NC12 Promo,Yes,100,12,6905.3887
500,Face,4_16,NC12 Promo,Yes,1000,18,31084.3754
500,Speaker,16_64,NC12,No,1000,12,30240.1516
500,Immersive Reader,8_32,NV12,Yes,500,18,33918.0708
500,Face,32_128,NV12,Yes,0,6,35997.9398
100,Speaker,64_256,NC12,No,100,12,8251.4121
500,None,4_16,NC12,No,100,12,30033.6304
100,Face,16_64,NC12 Promo,Yes,0,18,13713.9278
250,Speaker,4_16,NC12,No,500,6,16300.8118
500,Speaker,16_64,NV12s v3,No,100,6,31853.0826
250,Text Analytics,32_128,NC12,Yes,0,18,33050.9194
1000,Text Analytics,64_256,None,No,500,3,63049.0295
50,Text Analytics,8_32,None,Yes,500,36,2950.9658
100,Speech Services,4_16,NC12 Promo,Yes,5000,3,6655.0809
50,Speaker,64_256,NC12,No,500,18,39021.907
50,Speaker,32_128,NC12,Yes,500,18,21628.8994
100,Text Analytics,8_32,NV12s v3,No,500,3,7101.1818
1000,None,32_128,NV12s v3,Yes,5000,6,63815.5098
250,Speaker,16_64,NV12,Yes,500,12,16153.8116
250,Speech Services,4_16,NC12,Yes,500,18,17520.4854
750,None,32_128,NV12s v3,Yes,1000,12,44275.7787
50,Speaker,16_64,NC12 Promo,Yes,0,3,4701.7213
100,None,16_64,None,Yes,100,24,15588.2804
1000,Face,16_64,NV12,Yes,5000,3,60081.9713
500,Speaker,32_128,NC12 Promo,No,100,3,32131.7649
500,Speech Services,32_128,NC12,No,2000,3,32890.2349
50,Speaker,8_32,NC12 Promo,Yes,500,6,4714.9836
50,Text Analytics,4_16,NV12s v3,Yes,500,6,4239.2018
250,None,4_16,NV12,Yes,1000,3,16213.5509
50,Immersive Reader,16_64,NC12,Yes,1000,18,11628.6878
1000,Immersive Reader,32_128,NC12,No,0,18,75987.8594
50,Immersive Reader,32_128,NC12 Promo,Yes,5000,18,20884.7594
100,Speech Services,16_64,None,Yes,2000,12,5987.9416
250,Speaker,64_256,NV12s v3,Yes,0,3,20870.4895
250,Text Analytics,16_64,NC12 Promo,No,500,12,15155.0916
250,Speaker,32_128,NV12s v3,No,5000,6,20899.9998
500,None,32_128,NV12,Yes,1000,3,33113.8349
750,Text Analytics,16_64,NV12s v3,Yes,5000,18,51101.8978
1000,Speaker,8_32,None,No,500,36,57342.9958
50,Immersive Reader,64_256,NC12 Promo,Yes,100,3,9265.5695
750,Speech Services,8_32,NV12s v3,Yes,500,18,47391.9208
100,Speaker,32_128,NC12,Yes,0,18,24479.2494
750,Immersive Reader,32_128,None,No,1000,18,60347.5394
500,Immersive Reader,4_16,NV12,Yes,5000,12,30294.1804
250,None,32_128,NV12s v3,No,500,3,17968.9949
50,None,64_256,NC12 Promo,No,5000,18,38270.627
1000,Face,4_16,NC12 Promo,Yes,500,18,59698.2754
750,None,4_16,NC12 Promo,No,1000,3,43848.9909
250,Speaker,4_16,None,Yes,0,12,14384.3404
500,Speech Services,64_256,None,No,100,18,63411.547
1000,Face,16_64,NC12,Yes,500,18,65996.1878
100,Text Analytics,32_128,None,Yes,5000,36,6139.9859
100,Face,16_64,None,Yes,1000,12,5984.8416
100,None,4_16,NV12s v3,Yes,1000,3,6798.6509
750,Face,8_32,NV12s v3,No,1000,3,44315.8318
750,Speaker,8_32,NV12s v3,No,1000,6,44944.2436
1000,Immersive Reader,64_256,NC12 Promo,No,0,18,92625.997
500,Immersive Reader,64_256,None,No,100,6,40228.009
100,Text Analytics,16_64,None,No,1000,36,5896.2516
50,Speaker,8_32,NC12 Promo,Yes,0,6,4703.3536
50,Face,8_32,None,Yes,2000,36,2965.7458
50,Text Analytics,32_128,NC12,Yes,500,12,4801.3887
250,Immersive Reader,8_32,None,Yes,0,6,15551.0336
250,Speaker,16_64,NV12s v3,No,2000,6,17561.0326
100,Text Analytics,8_32,NC12,Yes,2000,18,10797.3908
500,None,16_64,NV12,Yes,500,6,32673.7026
100,Speaker,16_64,NC12,No,2000,12,7350.2116
500,Immersive Reader,16_64,NC12 Promo,Yes,500,18,36625.7378
750,Speaker,32_128,None,No,100,18,60342.7594
50,Face,32_128,NC12 Promo,Yes,1000,3,6374.3849
50,Face,16_64,NC12,No,500,6,6689.1226
1000,None,4_16,None,No,0,36,57278.4029
100,Face,32_128,None,No,100,12,6312.2787
100,None,64_256,NV12s v3,No,100,3,12275.8995
750,Immersive Reader,64_256,None,Yes,0,3,48734.6095
750,None,8_32,None,Yes,500,12,43061.6708
50,Speech Services,4_16,NV12,No,500,12,4511.2804
100,None,64_256,NV12s v3,No,100,6,18073.569
1000,Speech Services,32_128,NV12s v3,Yes,500,3,60898.7949
100,Text Analytics,4_16,NV12s v3,Yes,500,6,7101.1818
750,Speaker,32_128,NV12,Yes,5000,6,50348.8098
50,Text Analytics,16_64,NC12,No,100,12,4456.0516
500,Text Analytics,8_32,NV12,Yes,5000,12,30347.1608
50,Text Analytics,16_64,NC12,Yes,500,18,11615.5878
750,Face,8_32,NC12 Promo,No,100,6,44765.3936
250,Immersive Reader,8_32,NC12,Yes,500,3,16293.6618
