Data Storage (GB),Software Licenses,Type of machine,GPU,File import,Export file size (MB),Time period,Cost in pounds
250,Speaker,64_256,NC12 Promo,No,500,3,20726.6295
750,Face,4_16,NC12,Yes,500,12,44352.3904
50,Face,64_256,NC12 Promo,No,500,18,38255.607
500,Immersive Reader,4_16,NV12s v3,Yes,2000,18,31250.1054
100,Face,4_16,NC12,No,0,18,8925.7554
500,Speech Services,8_32,None,No,2000,6,29877.3836
100,Speaker,64_256,NC12 Promo,No,2000,12,7514.4321
100,Speaker,4_16,None,No,500,6,6366.8718
1000,Immersive Reader,16_64,NC12 Promo,No,0,6,60304.6426
1000,Speech Services,8_32,None,No,100,18,60947.2808
500,Face,32_128,NC12 Promo,Yes,100,6,35019.1698
250,Speech Services,64_256,NV12,Yes,500,18,50685.117
100,Text Analytics,8_32,NC12,Yes,100,6,8311.5736
1000,Text Analytics,16_64,NC12 Promo,Yes,2000,6,60321.0526
250,Face,64_256,None,No,100,18,49104.467
500,Immersive Reader,4_16,NC12,Yes,100,6,30597.6318
500,Text Analytics,16_64,NC12 Promo,Yes,500,18,36618.5978
750,Face,64_256,NV12,No,5000,12,45699.2221
750,Text Analytics,4_16,NC12,No,1000,12,44355.4904
100,None,64_256,NC12 Promo,No,100,18,41108.757
100,Speech Services,4_16,NV12s v3,No,2000,6,7113.1018
1000,Face,32_128,NV12s v3,No,100,6,63794.5198
1000,None,16_64,None,No,500,6,59716.0226
100,Face,8_32,NC12,Yes,2000,6,8332.3236
50,Face,64_256,NV12s v3,Yes,0,6,15208.789
50,None,32_128,NV12s v3,No,1000,12,4207.9687
750,Face,8_32,NC12 Promo,Yes,500,18,47239.2908
50,None,64_256,NC12,Yes,2000,12,5393.0321
750,None,16_64,NV12s v3,No,2000,18,51095.9378
50,Immersive Reader,64_256,NV12s v3,No,2000,6,15236.619
100,Speech Services,32_128,NC12,No,1000,3,9988.3749
250,Speech Services,64_256,None,Yes,0,3,20107.5995
100,Face,16_64,NV12s v3,No,1000,18,13887.0078
100,Immersive Reader,16_64,NC12,Yes,100,12,7325.1716
1000,Text Analytics,4_16,NV12,No,0,3,59125.7609
500,Speaker,64_256,NC12 Promo,Yes,500,6,40834.239
250,None,32_128,None,Yes,500,12,14901.3487
50,Face,16_64,NV12s v3,Yes,500,12,3865.5016
100,Face,16_64,NV12s v3,No,100,12,6721.5116
750,Speaker,8_32,None,Yes,5000,3,43590.5818
500,Face,4_16,NV12,No,5000,18,32080.7254
50,Speaker,32_128,None,Yes,500,24,26078.5892
250,None,8_32,NV12,Yes,0,12,16007.7108
1000,Face,64_256,NV12s v3,Yes,2000,12,59174.2521
250,Text Analytics,8_32,None,Yes,0,12,14430.1708
50,Immersive Reader,8_32,NV12,No,5000,3,5093.1618
1000,Speech Services,8_32,NV12s v3,No,5000,12,58138.0808
50,Immersive Reader,32_128,None,Yes,1000,36,3273.2259
50,Speaker,4_16,None,No,0,36,2914.9529
1000,Speech Services,64_256,NV12,No,5000,3,64644.4495
750,Text Analytics,4_16,NV12s v3,Yes,2000,18,45552.8954
250,Immersive Reader,8_32,NC12 Promo,Yes,5000,18,18641.5808
1000,Face,64_256,NC12,No,2000,18,93400.137
100,Text Analytics,16_64,NV12s v3,No,500,18,13878.1878
100,Text Analytics,64_256,None,No,2000,18,40533.537
50,Face,8_32,NC12 Promo,Yes,5000,18,7189.3608
250,Face,64_256,None,No,2000,36,15109.3681
750,None,8_32,NV12,No,100,18,48214.8908
100,Speaker,32_128,NC12 Promo,No,5000,18,23753.8894
100,Face,8_32,NC12,No,1000,18,10794.2908
250,Speaker,16_64,NV12s v3,No,2000,3,16328.7013
250,Immersive Reader,4_16,NV12s v3,No,5000,12,15155.3004
250,Speech Services,16_64,NV12s v3,No,500,18,22464.1478
100,None,16_64,NC12 Promo,Yes,5000,3,7578.9213
50,None,4_16,NC12,Yes,5000,3,4547.9709
500,Speech Services,32_128,NC12 Promo,No,5000,3,32141.3249
1000,Speaker,8_32,NC12 Promo,Yes,2000,6,59104.6436
1000,Speaker,16_64,NV12s v3,Yes,1000,3,59252.5413
100,Immersive Reader,8_32,NC12 Promo,No,5000,6,7587.6936
500,Immersive Reader,32_128,NV12,No,2000,18,47621.1094
250,Speech Services,8_32,NV12s v3,No,1000,18,18778.0108
250,Face,32_128,NV12s v3,Yes,0,6,20859.0598
250,Speech Services,4_16,NV12s v3,No,500,18,16921.1054
250,Face,64_256,NC12 Promo,No,2000,6,26524.789
1000,Speaker,16_64,NV12,Yes,1000,6,61313.8126
250,None,8_32,NC12,Yes,0,18,19359.8008
250,Speaker,64_256,NV12s v3,No,100,6,26673.819
100,Immersive Reader,16_64,NC12,Yes,2000,12,7343.0616
50,Immersive Reader,32_128,NC12,Yes,5000,6,10044.2898
100,Speaker,4_16,None,No,100,6,6360.9018
1000,Speaker,32_128,NC12,No,5000,12,59211.2987
1000,Face,32_128,NV12,Yes,2000,3,61742.5149
500,Face,16_64,NC12,No,2000,3,31226.5913
50,Speaker,16_64,NV12,No,100,12,4699.9016
250,None,64_256,NC12 Promo,Yes,1000,3,20718.2995
50,Speaker,64_256,NC12 Promo,Yes,0,18,38255.407
750,Immersive Reader,8_32,None,No,2000,18,46662.3808
250,None,64_256,NC12 Promo,No,500,12,16074.1821
100,Text Analytics,8_32,NC12 Promo,No,500,3,6945.6918
750,Speaker,4_16,None,No,1000,18,44812.6254
50,Speaker,4_16,NV12s v3,Yes,500,12,3696.6304
1000,None,32_128,NC12,Yes,1000,3,61504.1349
100,Speaker,64_256,NV12s v3,Yes,0,18,41272.877
50,None,64_256,NC12,Yes,1000,18,39013.577
1000,Text Analytics,32_128,NV12s v3,Yes,2000,18,75404.8894
500,Face,64_256,None,No,2000,12,29805.7921
50,Face,16_64,NV12s v3,No,2000,6,6101.6626
250,Speech Services,4_16,NV12,No,2000,6,16528.0018
250,Face,4_16,NV12s v3,No,5000,6,15707.8818
750,Immersive Reader,64_256,NV12s v3,No,0,18,78471.557
500,Immersive Reader,64_256,None,Yes,1000,36,29417.6281
50,Immersive Reader,8_32,NC12,Yes,2000,3,4857.6418
750,Immersive Reader,4_16,None,Yes,1000,36,42993.2029
1000,Text Analytics,64_256,NV12,No,100,3,64620.5995
500,None,8_32,NC12,No,1000,18,33687.3308
250,Speaker,64_256,NV12,No,100,6,27502.759
50,Speech Services,4_16,NV12s v3,Yes,500,3,3930.7109
50,None,16_64,NV12,No,0,3,5671.8613
250,Speaker,64_256,NC12,Yes,1000,12,16849.3021
750,Speaker,16_64,None,Yes,1000,12,43202.1016
500,Text Analytics,16_64,NC12,No,5000,3,31229.6913
250,Immersive Reader,32_128,None,Yes,5000,12,14926.3687
100,Text Analytics,64_256,NC12,No,100,6,18672.949
750,Immersive Reader,64_256,NC12 Promo,No,2000,3,49351.2695
50,Immersive Reader,8_32,NV12,No,0,12,4566.9108
250,Speech Services,16_64,NC12,Yes,1000,12,15915.9216
500,Speech Services,16_64,NV12,Yes,5000,12,30467.3416
100,Immersive Reader,8_32,NC12,Yes,100,6,8318.7136
250,Speech Services,64_256,None,Yes,100,36,15088.6181
750,Text Analytics,32_128,NV12,No,1000,18,61917.9394
250,Immersive Reader,32_128,NV12,No,5000,6,21721.7898
250,Speaker,64_256,NV12s v3,Yes,2000,12,16255.8821
1000,Immersive Reader,4_16,NC12,No,2000,6,59235.3818
250,None,4_16,NC12 Promo,Yes,2000,6,15543.5718
500,Text Analytics,4_16,NC12,Yes,2000,12,30051.5204
50,None,16_64,NC12 Promo,Yes,1000,18,10866.6778
500,Immersive Reader,64_256,NV12s v3,Yes,100,6,40976.609
250,Immersive Reader,32_128,None,No,0,6,20114.7398
500,Immersive Reader,64_256,NV12s v3,Yes,2000,18,64185.177
750,Text Analytics,16_64,NC12 Promo,Yes,1000,6,46005.1626
750,Speech Services,32_128,NC12,No,100,18,61676.4494
250,Face,4_16,NC12 Promo,No,5000,18,16786.3554
500,Face,8_32,NV12,Yes,0,18,33902.1608
250,Immersive Reader,8_32,NV12s v3,No,2000,18,18791.1108
250,None,4_16,NV12s v3,Yes,2000,12,15142.2004
250,Face,64_256,None,Yes,5000,24,60723.656
500,Immersive Reader,64_256,None,No,5000,24,75037.876
50,Speech Services,32_128,NV12s v3,No,500,12,4202.0087
100,Face,32_128,NV12,No,1000,6,13119.6298
1000,Face,32_128,NV12,No,0,12,59399.9187
750,None,16_64,NC12,No,100,6,46748.1026
1000,Immersive Reader,16_64,NV12,Yes,0,18,66218.3978
1000,Speech Services,8_32,NC12 Promo,No,2000,3,58473.3718
500,Immersive Reader,32_128,None,No,5000,12,29236.3087
50,Text Analytics,16_64,NV12s v3,No,5000,3,4872.4313
250,Speaker,64_256,NC12,Yes,0,18,50458.217
500,Speaker,16_64,NC12 Promo,No,500,3,30471.2313
1000,Face,4_16,NV12s v3,No,100,12,58056.9704
1000,None,64_256,NC12,Yes,1000,12,59764.8121
1000,Speech Services,32_128,None,Yes,2000,36,57649.7859
50,Text Analytics,4_16,NC12 Promo,No,1000,18,5323.6354
50,None,8_32,NV12,Yes,5000,12,4589.2808
250,Face,64_256,None,No,0,12,15472.3021
50,Speaker,8_32,NC12 Promo,No,5000,3,4115.8818
100,Face,32_128,NV12s v3,Yes,1000,18,23886.0294
500,Face,64_256,NV12,Yes,100,12,31365.4421
750,Immersive Reader,64_256,NC12,No,2000,12,45467.9821
750,Immersive Reader,64_256,NC12 Promo,Yes,2000,6,55148.939
750,Text Analytics,4_16,NC12,Yes,100,6,44900.4218
1000,Immersive Reader,16_64,NV12s v3,No,500,18,65401.0878
750,None,64_256,NC12,Yes,0,18,79063.797
1000,Face,64_256,NV12,Yes,2000,18,93629.697
250,Text Analytics,4_16,NV12,No,0,6,16504.4518
500,Immersive Reader,8_32,NC12,Yes,5000,18,33706.3908
50,Speech Services,16_64,NC12 Promo,No,5000,12,3725.0316
1000,Face,32_128,NC12,Yes,500,12,59181.9887
1000,Immersive Reader,32_128,None,Yes,2000,3,60169.2549
1000,None,64_256,NV12s v3,Yes,5000,6,69613.179
750,Speech Services,4_16,NC12,No,2000,12,44361.4504
100,Speaker,8_32,NC12 Promo,No,5000,18,10062.7708
750,Immersive Reader,32_128,None,Yes,5000,6,48764.1198
100,Immersive Reader,64_256,NC12,No,0,18,41865.107
250,Face,32_128,NV12,Yes,5000,3,18818.6749
100,Speech Services,4_16,NC12,No,1000,6,7706.5218
250,Immersive Reader,64_256,NC12,No,500,3,21474.3495
750,Immersive Reader,4_16,NV12s v3,No,2000,12,43769.2104
500,Text Analytics,4_16,NV12,Yes,0,18,32048.3554
1000,None,32_128,NC12 Promo,Yes,2000,18,75249.3994
1000,Immersive Reader,8_32,NC12,Yes,2000,12,58738.6408
750,Face,16_64,None,No,5000,18,50356.1578
50,None,4_16,NC12 Promo,Yes,100,6,4077.7418
1000,Text Analytics,32_128,NV12s v3,Yes,1000,18,75398.9294
100,Speech Services,16_64,NV12s v3,Yes,1000,6,8954.8226
500,Speaker,4_16,NV12s v3,Yes,2000,6,30023.2918
250,Immersive Reader,64_256,None,No,1000,12,15494.1721
750,Text Analytics,8_32,NV12s v3,Yes,1000,3,44312.9718
500,Text Analytics,32_128,NC12 Promo,No,5000,6,35040.1598
50,Text Analytics,4_16,NV12s v3,Yes,1000,3,3936.6709
1000,Speaker,8_32,None,Yes,0,18,60955.9108
500,Text Analytics,8_32,NV12s v3,No,2000,12,29512.2608
250,Speaker,8_32,NV12s v3,Yes,100,18,18780.3708
1000,Text Analytics,16_64,NV12,No,0,3,60049.6013
500,Immersive Reader,16_64,NV12,Yes,0,18,37598.5378
750,None,8_32,None,Yes,0,24,47865.6544
1000,Immersive Reader,32_128,NC12,Yes,500,18,75999.4894
50,None,64_256,NC12,Yes,0,12,5369.4821
50,Face,16_64,NV12,No,2000,6,6930.6026
100,Text Analytics,16_64,NC12,Yes,500,3,8315.9113
1000,Text Analytics,64_256,NC12 Promo,No,0,18,92618.857
500,None,16_64,NV12,No,5000,3,31459.2513
1000,None,4_16,None,Yes,0,3,57548.2209
1000,None,8_32,NC12,No,100,3,59210.3518
750,None,4_16,NC12 Promo,No,5000,12,43612.5404
100,None,64_256,NV12s v3,Yes,2000,18,41282.137
750,Speech Services,4_16,None,Yes,1000,12,43007.5104
100,Immersive Reader,4_16,NC12 Promo,Yes,500,3,6644.3409
500,Face,16_64,NV12,No,0,18,37594.2578
100,Face,8_32,NC12 Promo,Yes,0,18,10021.8308
750,Immersive Reader,64_256,NC12 Promo,No,100,12,44695.2221
500,Face,32_128,None,Yes,100,18,46021.3994
750,Immersive Reader,8_32,NC12,No,500,3,44913.5318
250,Immersive Reader,8_32,None,No,500,18,18030.5908
500,Speech Services,16_64,NV12s v3,No,100,12,29614.5516
1000,None,8_32,NC12 Promo,No,5000,6,59096.3136
250,None,32_128,None,No,1000,36,14714.0259
250,Speaker,8_32,NV12,Yes,0,3,16518.7418
50,Face,64_256,None,No,1000,24,49263.796
1000,Face,8_32,NC12 Promo,Yes,1000,6,59087.2536
50,Face,4_16,NV12,Yes,500,12,4514.1404
50,None,8_32,NC12 Promo,Yes,1000,6,4706.6536
1000,Speaker,16_64,NC12,Yes,0,3,59834.3313
50,Face,8_32,None,Yes,2000,18,6590.2908
250,Face,32_128,None,No,2000,24,37527.0192
750,Speaker,32_128,NV12,Yes,1000,12,45119.0087
1000,Immersive Reader,32_128,NC12,No,500,6,64404.1498
250,None,8_32,NC12,No,0,3,16274.8918
1000,None,4_16,NC12,No,500,18,60450.2854
50,Text Analytics,64_256,NC12,No,0,3,10007.6395
100,Speech Services,64_256,NV12s v3,Yes,2000,18,41282.137
1000,Text Analytics,64_256,NC12 Promo,Yes,500,3,63642.1395
1000,None,32_128,None,No,0,3,60138.5649
500,Speaker,64_256,NC12,No,500,18,64779.787
1000,Speech Services,4_16,NC12 Promo,Yes,0,12,57892.9604
750,Text Analytics,64_256,None,No,1000,24,89328.746
50,Face,64_256,None,No,500,24,49257.836
750,Text Analytics,4_16,None,Yes,0,12,42989.9204
500,Text Analytics,4_16,NC12 Promo,No,1000,6,29847.5518
500,Speech Services,8_32,NV12s v3,No,100,3,29991.1118
750,None,8_32,NC12,No,2000,3,44918.3118
750,Speaker,16_64,NV12s v3,No,1000,18,51104.2678
1000,Face,8_32,NC12,No,100,6,59830.1936
100,Speaker,4_16,NC12,Yes,100,3,7400.3909
750,Text Analytics,8_32,NC12,No,0,3,44894.7618
100,Speech Services,16_64,None,No,1000,36,5896.2516
50,Speech Services,8_32,NC12 Promo,Yes,100,6,4694.7236
250,None,64_256,NV12s v3,Yes,0,12,16218.0421
500,Speaker,64_256,NC12,Yes,2000,18,64791.707
1000,None,64_256,None,No,2000,24,103644.636
500,Text Analytics,4_16,NV12,No,100,3,30511.5609
100,None,8_32,NC12,Yes,500,3,7700.5618
500,Immersive Reader,64_256,NV12s v3,No,5000,18,64191.137
250,Immersive Reader,64_256,NC12 Promo,Yes,0,18,49696.197
250,None,64_256,NC12,No,1000,6,27270.839
250,Text Analytics,16_64,NV12s v3,No,5000,12,15328.4616
1000,Speech Services,16_64,NC12 Promo,Yes,1000,6,60315.0926
250,Text Analytics,32_128,NC12,Yes,0,18,33050.9194
100,None,16_64,NC12,Yes,0,12,7312.3716
1000,None,64_256,NV12s v3,Yes,1000,3,63803.5895
1000,Face,4_16,NV12s v3,No,100,18,59847.7954
250,Text Analytics,8_32,NC12,No,500,6,16903.5036
250,Face,64_256,NC12 Promo,Yes,0,12,16065.4121
50,Speaker,16_64,NC12,Yes,0,6,6688.9226
250,Text Analytics,4_16,NC12 Promo,Yes,2000,3,15235.0809
50,Text Analytics,32_128,None,No,500,18,20266.6294
750,None,4_16,NV12s v3,Yes,500,18,45540.9754
750,Face,4_16,NV12s v3,No,2000,6,44321.7918
500,Speaker,32_128,NV12,Yes,100,18,47610.3694
500,Speech Services,4_16,NV12,Yes,2000,12,30281.0804
500,Speaker,32_128,NC12,Yes,0,6,35779.8098
1000,Speech Services,8_32,NV12s v3,Yes,5000,6,59251.8036
100,Text Analytics,16_64,NV12s v3,No,100,12,6718.6516
100,Speaker,64_256,None,No,0,36,6511.2881
500,Immersive Reader,64_256,NC12,Yes,500,3,35784.2895
50,None,32_128,NC12,Yes,5000,12,4819.2687
100,Face,4_16,NC12,Yes,500,6,7703.4218
250,Face,4_16,NC12,Yes,5000,3,15998.7709
100,Text Analytics,8_32,NV12s v3,Yes,100,12,6598.4708
1000,Text Analytics,16_64,NV12s v3,Yes,2000,3,59244.2113
50,None,8_32,None,Yes,0,3,3478.9718
250,Face,16_64,NV12,No,500,12,16142.3816
250,None,4_16,NV12,No,500,3,16207.5909
750,Face,64_256,None,No,2000,3,48753.8795
1000,Speech Services,32_128,NC12 Promo,Yes,5000,12,58442.1387
1000,Immersive Reader,8_32,NC12,Yes,5000,12,58744.6008
750,Face,8_32,None,No,100,36,43015.6658
1000,Text Analytics,32_128,NC12 Promo,Yes,1000,6,63648.0998
50,Text Analytics,4_16,None,No,5000,24,5359.4272
750,Speech Services,16_64,NV12s v3,Yes,2000,3,44934.2813
1000,Speech Services,4_16,NC12,Yes,5000,18,60468.1654
500,Speech Services,4_16,None,Yes,1000,12,28697.5804
500,Immersive Reader,8_32,NC12 Promo,No,500,18,32933.6408
750,None,64_256,NV12,No,5000,6,56132.189
500,Immersive Reader,8_32,NC12 Promo,Yes,500,12,29351.9908
250,Speech Services,4_16,NV12s v3,No,100,3,15372.6809
50,None,64_256,NV12s v3,No,2000,12,4793.6521
100,None,64_256,NC12 Promo,Yes,500,12,7488.2221
750,Speaker,64_256,NC12 Promo,Yes,1000,6,55150.129
100,Text Analytics,16_64,None,Yes,2000,3,6979.8513
500,Speech Services,64_256,NC12 Promo,No,100,6,40813.979
250,Face,16_64,NC12,No,5000,3,16922.6113
500,Speech Services,64_256,NV12,Yes,0,3,35995.0795
50,Speech Services,4_16,None,No,5000,18,4742.4454
500,Speaker,64_256,NC12 Promo,Yes,1000,18,64030.877
100,Speech Services,4_16,NV12s v3,Yes,2000,18,8347.0654
750,Speaker,16_64,NC12,Yes,0,18,51686.0578
750,Face,8_32,NC12,No,500,6,45526.2336
750,Speaker,32_128,NV12s v3,Yes,500,18,61097.3294
500,Speaker,8_32,NC12 Promo,No,100,18,32934.8208
250,None,4_16,None,Yes,100,3,14624.0809
1000,None,32_128,NV12,No,100,3,61721.7649
1000,Face,32_128,NV12,Yes,5000,6,64647.3098
100,Speech Services,16_64,NC12 Promo,No,0,3,7549.4113
1000,Speaker,8_32,NV12,Yes,500,3,59460.1718
100,Speech Services,4_16,NC12,Yes,5000,18,8952.4054
50,Immersive Reader,4_16,NV12s v3,Yes,1000,18,5486.2654
750,Immersive Reader,4_16,NC12 Promo,Yes,0,6,44147.0318
250,Face,8_32,NV12,Yes,100,12,16016.2308
500,None,64_256,None,No,1000,12,29796.9721
50,Immersive Reader,8_32,NV12,Yes,0,6,5680.6336
250,Speech Services,16_64,NV12,No,5000,3,17149.3113
500,Text Analytics,16_64,NC12 Promo,No,5000,3,30474.8213
1000,Text Analytics,32_128,NV12s v3,No,2000,3,60910.7149
50,Speaker,4_16,NV12s v3,No,1000,18,5493.4154
50,Text Analytics,8_32,NV12,No,5000,12,4589.2808
50,Speaker,4_16,NV12s v3,Yes,100,12,3690.6604
500,Text Analytics,16_64,None,No,1000,36,28792.1516
1000,Immersive Reader,8_32,NV12s v3,Yes,100,18,61703.0208
1000,Text Analytics,64_256,NV12,Yes,0,3,64614.9395
1000,Speech Services,8_32,NV12,No,1000,6,60068.8236
500,Immersive Reader,64_256,NC12 Promo,Yes,100,3,35023.4495
50,Speaker,32_128,NC12,Yes,5000,3,7152.6049
50,Text Analytics,32_128,NC12 Promo,Yes,2000,12,4058.4387
50,None,8_32,NV12s v3,No,500,3,4239.2018
750,Speaker,16_64,None,Yes,100,12,43190.1716
500,Speech Services,32_128,NC12,Yes,500,3,32878.3149
750,Text Analytics,4_16,NV12,Yes,1000,6,45141.9118
50,None,64_256,NC12 Promo,Yes,0,12,4614.6121
50,Face,32_128,NV12s v3,No,500,12,4204.8687
100,Speaker,16_64,NC12 Promo,No,500,18,13736.9878
250,Immersive Reader,4_16,NC12,No,1000,12,15742.7604
1000,Speaker,64_256,NC12 Promo,No,100,18,92638.807
750,None,32_128,NV12s v3,Yes,500,12,44269.8187
250,Speech Services,64_256,NC12 Promo,Yes,500,3,20712.3395
1000,Speech Services,64_256,NV12,Yes,0,3,64614.9395
50,Face,64_256,NC12,Yes,1000,12,5389.9321
1000,Speaker,8_32,NV12,No,0,12,58951.8008
50,Face,32_128,NV12,No,5000,12,5051.6887
100,None,16_64,NC12,Yes,0,12,7312.3716
100,None,4_16,NV12,Yes,100,12,7367.2904
500,Face,32_128,NC12 Promo,No,1000,6,35031.0998
750,Face,4_16,NV12s v3,Yes,100,12,43747.0404
50,None,32_128,NV12s v3,Yes,5000,3,6538.9349
250,Face,8_32,NV12,No,0,18,19592.2208
100,Face,64_256,NV12s v3,No,100,6,18076.429
50,Text Analytics,8_32,NC12,Yes,100,3,4832.6118
1000,Text Analytics,4_16,None,No,100,24,59713.3172
750,Text Analytics,4_16,NV12s v3,Yes,0,12,43738.5204
1000,Face,8_32,NC12,Yes,100,18,62298.1208
1000,Speech Services,64_256,NC12 Promo,Yes,5000,12,59021.8621
250,None,64_256,NC12,Yes,0,18,50443.927
100,Immersive Reader,8_32,NV12,Yes,2000,12,7452.4408
500,Speaker,8_32,NV12s v3,No,5000,3,30029.2518
250,Face,64_256,NV12s v3,No,500,18,49859.037
100,None,4_16,NC12 Promo,No,500,18,8179.6554
750,Speaker,8_32,None,Yes,5000,24,47909.4544
500,Speech Services,32_128,NC12 Promo,Yes,500,12,29804.3987
750,None,32_128,NV12s v3,Yes,2000,18,61094.9594
1000,Speech Services,64_256,NC12 Promo,No,0,6,69428.179
250,Text Analytics,16_64,NV12,Yes,500,12,16139.5216
750,Speech Services,8_32,NC12 Promo,Yes,2000,12,43666.7008
100,Speech Services,8_32,None,No,5000,6,6987.4436
250,Face,32_128,NC12,Yes,100,12,16246.2187
750,Speech Services,16_64,NC12 Promo,No,2000,3,44778.7913
500,None,64_256,NC12,No,1000,3,35783.1095
500,Immersive Reader,16_64,NC12 Promo,Yes,500,12,29472.1716
50,Text Analytics,8_32,NC12 Promo,Yes,2000,12,3598.8908
100,Speaker,64_256,NC12 Promo,No,2000,6,17950.259
500,Immersive Reader,64_256,None,Yes,100,24,75014.026
250,Immersive Reader,16_64,NV12,No,500,6,18370.9026
50,Speech Services,32_128,NC12 Promo,Yes,0,12,4034.8887
250,Text Analytics,16_64,NV12,No,100,18,23287.1178
100,None,32_128,None,Yes,500,6,11533.2698
500,Immersive Reader,32_128,NC12 Promo,Yes,100,6,35023.4498
750,Speaker,8_32,NV12,Yes,500,6,45767.2236
100,Immersive Reader,8_32,NC12,Yes,100,6,8318.7136
250,Face,8_32,NC12 Promo,No,5000,12,15055.6508
1000,Text Analytics,32_128,NC12,No,0,18,75980.7194
500,Immersive Reader,8_32,NV12,No,2000,3,30845.0818
100,Text Analytics,64_256,NC12,Yes,0,3,12869.6195
500,Immersive Reader,64_256,NV12,Yes,100,18,64996.227
500,None,32_128,NC12 Promo,Yes,2000,3,32135.3649
1000,Immersive Reader,32_128,None,Yes,5000,24,80467.0592
50,Speaker,16_64,NV12,Yes,0,3,5686.1513
100,Immersive Reader,8_32,NV12s v3,Yes,5000,6,7743.1836
50,Immersive Reader,8_32,NC12 Promo,No,0,3,4079.2218
1000,None,32_128,NV12,Yes,500,3,61727.7349
50,Immersive Reader,16_64,NC12 Promo,No,2000,18,10879.7778
250,Text Analytics,16_64,NC12 Promo,No,2000,3,16158.9213
500,None,16_64,NV12,No,100,12,30443.4916
1000,Face,8_32,NV12,Yes,100,3,59442.7718
750,Face,4_16,NV12s v3,No,500,3,44001.3809
750,Speaker,32_128,NV12s v3,No,500,12,44284.1087
750,Text Analytics,32_128,None,Yes,500,18,60334.4394
250,None,32_128,NV12,Yes,5000,18,33309.9894
1000,Speech Services,16_64,NV12,No,2000,6,61305.4826
50,None,32_128,NV12,Yes,5000,6,10266.7098
1000,Speaker,64_256,NV12s v3,Yes,0,18,92788.637
500,Face,16_64,NC12,No,500,6,32447.0026
100,Speech Services,8_32,NV12,Yes,1000,12,7439.3408
250,Speaker,32_128,NC12 Promo,Yes,0,6,20714.9998
750,Face,8_32,NV12,Yes,500,12,44642.0708
500,Face,32_128,NV12,Yes,100,6,36003.5998
250,Face,4_16,None,Yes,500,36,14363.0929
1000,Speaker,4_16,NV12,No,500,18,60694.1354
750,Speaker,8_32,NV12,Yes,1000,18,48241.1108
100,Immersive Reader,32_128,NV12,Yes,5000,3,10236.9949
250,Text Analytics,32_128,NC12,Yes,500,3,18568.3749
50,None,4_16,NC12 Promo,Yes,5000,3,3793.1009
100,None,16_64,NC12,No,1000,18,14483.5278
750,Face,8_32,NC12 Promo,No,100,6,44765.3936
250,Speech Services,64_256,NV12,No,2000,12,17070.5321
1000,Face,64_256,None,No,2000,3,63063.8095
50,Immersive Reader,16_64,NC12,Yes,5000,12,4487.0416
50,Text Analytics,4_16,NC12 Promo,Yes,100,12,3520.8804
100,Immersive Reader,4_16,None,Yes,0,6,6348.0918
500,Speech Services,16_64,NC12,Yes,5000,18,37391.3478
750,Immersive Reader,4_16,NV12s v3,Yes,500,6,44314.1518
750,Face,64_256,NV12,No,5000,12,45699.2221
500,Face,64_256,NC12 Promo,No,500,12,30386.9821
1000,None,4_16,NV12,Yes,500,6,59445.8818
250,Speech Services,32_128,None,Yes,0,6,20107.5998
250,Face,8_32,NV12,Yes,2000,12,16034.1208
500,Speaker,16_64,NC12,Yes,100,18,37381.7878
500,Speech Services,32_128,NC12,Yes,500,18,47372.4894
500,None,64_256,None,Yes,500,24,75012.856
500,Immersive Reader,64_256,NV12s v3,No,0,6,40970.949
1000,Speaker,4_16,None,Yes,1000,3,57580.1009
1000,None,32_128,NV12,No,500,18,76221.9094
500,Immersive Reader,64_256,NC12 Promo,Yes,1000,18,64023.727
50,Speech Services,4_16,NV12s v3,No,500,6,4239.2018
750,Speaker,8_32,NC12 Promo,Yes,5000,12,43686.9508
100,Speaker,4_16,NV12,No,1000,12,7393.5104
750,Speech Services,4_16,NC12,No,2000,6,44918.3118
500,None,8_32,None,No,5000,24,33585.2344
500,Speaker,8_32,None,Yes,5000,18,32365.5608
100,None,64_256,NC12 Promo,Yes,100,18,41108.757
1000,Face,16_64,NC12 Promo,No,500,12,58087.7516
250,Text Analytics,4_16,NV12s v3,Yes,100,6,15681.1718
250,Face,8_32,NC12 Promo,No,5000,18,18637.3008
500,Speech Services,32_128,NV12,Yes,2000,18,47613.9694
750,Text Analytics,4_16,NC12 Promo,Yes,2000,18,45397.4054
100,None,32_128,NV12s v3,No,5000,3,9400.9149
1000,Speaker,4_16,NV12s v3,Yes,2000,3,58334.6609
250,Face,8_32,NC12 Promo,No,5000,18,18637.3008
50,Face,64_256,NV12s v3,No,500,3,9422.7495
750,Immersive Reader,4_16,NC12 Promo,No,100,18,45386.6554
100,Speech Services,8_32,NV12s v3,Yes,1000,18,10192.0508
1000,Text Analytics,8_32,NC12 Promo,No,5000,3,58479.3318
250,Face,8_32,NC12 Promo,No,500,3,15534.5118
500,Immersive Reader,64_256,NV12s v3,Yes,5000,3,35202.7895
1000,Text Analytics,8_32,NC12 Promo,No,5000,3,58479.3318
750,Text Analytics,4_16,NC12,Yes,500,6,44906.3918
750,None,64_256,NV12s v3,Yes,5000,18,78493.927
50,Speech Services,16_64,NC12 Promo,No,2000,12,3719.0716
500,Speech Services,32_128,NV12s v3,Yes,100,6,35171.7998
750,Text Analytics,8_32,NC12 Promo,Yes,1000,3,44157.4818
